timestamp_s,power_w,util_gpu_pct,util_mem_pct,sm_clock_mhz,mem_used_mib,temp_c
.024626653,14.66,0,0,195,2,36
.152562505,14.66,0,0,195,2,36
.280638874,14.66,0,0,195,2,36
.408391500,14.67,0,0,195,2,36
.535720785,14.67,0,0,195,2,36
.662702734,14.67,0,0,195,2,36
.790247457,14.67,0,0,195,2,36
.917938898,14.67,0,0,195,4,36
1.041274247,14.67,0,0,195,508,36
1.164698564,14.67,0,0,195,508,36
1.288590597,14.67,0,0,195,508,36
1.412188703,33.48,0,0,1740,508,37
1.535434253,33.48,0,0,1740,508,37
1.658214242,33.48,0,0,1740,508,37
1.780839047,33.48,0,0,1740,508,37
1.904202059,45.72,0,0,2542,508,37
2.026551604,45.72,0,0,2542,508,37
2.149424719,45.72,0,0,2542,562,37
2.272345545,45.72,0,0,2542,562,37
2.395826500,78.01,0,0,2542,594,37
2.519855182,78.01,0,0,2542,594,37
2.643089201,78.01,0,0,2542,594,37
2.767130818,78.01,0,0,2542,594,37
2.890191859,78.06,0,0,2542,594,37
3.013898422,78.06,0,0,2542,594,37
3.137586811,78.06,0,0,2542,594,37
3.261159100,78.06,0,0,2542,594,37
3.384105855,77.58,0,0,2542,594,37
3.507787241,77.58,0,0,2542,594,37
3.647321731,77.58,0,0,2542,594,37
3.770210677,77.58,0,0,2542,594,37
3.893650937,77.51,0,0,2542,594,37
4.018376929,77.51,0,0,2542,594,37
4.141980799,77.51,0,0,2542,594,37
4.265207815,77.51,0,0,2542,594,37
4.388650128,77.53,0,0,2542,594,37
4.512073827,77.53,0,0,2542,594,37
4.635234248,77.53,0,0,2542,594,37
4.757930461,77.53,0,0,2542,594,37
4.881104347,77.61,0,0,2542,594,37
5.003995268,77.61,0,0,2542,594,37
5.126535055,77.61,0,0,2542,594,37
5.249853465,77.61,0,0,2542,594,37
5.373030397,77.51,0,0,2542,594,37
5.495868428,77.51,0,0,2542,594,37
5.618894967,77.51,0,0,2542,594,37
5.741843397,77.51,0,0,2542,594,37
5.864029886,77.45,0,0,2542,594,37
5.986780522,77.45,0,0,2542,594,37
6.109880399,77.45,0,0,2542,594,37
6.233414899,77.45,0,0,2542,594,37
6.356221260,77.49,0,0,2542,594,37
6.479387624,77.49,0,0,2542,594,37
6.602679014,77.49,0,0,2542,594,37
6.724963469,77.49,0,0,2542,594,37
6.848535169,77.55,0,0,2542,594,37
6.971468752,77.55,0,0,2542,594,37
7.093975247,77.55,0,0,2542,594,37
7.216716917,77.55,0,0,2542,594,37
7.339824469,77.59,0,0,2542,594,37
7.462186592,77.59,0,0,2542,594,37
7.584706994,77.59,0,0,2542,594,37
7.707918273,77.59,0,0,2542,594,37
7.830815177,77.53,0,0,2542,594,37
7.953482337,77.53,0,0,2542,594,37
8.077353705,77.53,0,0,2542,594,37
8.200522424,77.53,0,0,2542,594,37
8.324372161,77.47,0,0,2542,594,37
8.448632706,77.47,0,0,2542,594,37
8.572795957,77.47,0,0,2542,594,37
8.695602040,77.47,0,0,2542,594,37
8.818498093,77.51,0,0,2542,594,37
8.941266245,77.51,0,0,2542,594,37
9.064069703,77.51,0,0,2542,594,37
9.188333995,77.51,0,0,2542,594,37
9.311463070,77.61,0,0,2542,594,37
9.435183633,77.61,0,0,2542,594,37
9.559285549,77.61,0,0,2542,594,37
9.682750640,77.61,0,0,2542,594,37
9.805716997,77.60,0,0,2542,594,37
9.929093921,77.60,0,0,2542,594,37
10.051545634,77.60,0,0,2542,594,37
10.175380715,77.60,0,0,2542,594,37
10.299126697,77.60,0,0,2542,594,37
10.424032464,77.54,0,0,2542,592,37
10.547534746,77.54,0,0,2542,592,37
10.670739405,77.54,0,0,2542,592,37
10.793820991,77.54,0,0,2542,592,37
10.917600467,78.80,0,0,2587,592,38
11.041057854,78.80,0,0,2587,592,38
11.182827508,78.80,0,0,2587,592,38
11.308242419,79.83,0,0,2580,594,37
11.430395488,79.83,0,0,2580,594,37
11.553792822,79.83,0,0,2580,594,37
11.677194224,79.83,0,0,2580,594,37
11.800749035,79.83,0,0,2580,594,37
11.923565220,78.69,0,0,2542,594,37
