timestamp_s,power_w,util_gpu_pct,util_mem_pct,sm_clock_mhz,mem_used_mib,temp_c
.019909695,90.09,0,0,2542,2,44
.143670695,90.09,0,0,2542,2,44
.267658584,85.61,0,0,2542,2,44
.391924641,85.61,0,0,2542,2,44
.515579961,85.61,0,0,2542,2,44
.638426691,85.61,0,0,2542,2,44
.762039482,85.01,0,0,2542,2,44
.889970255,85.01,0,0,2542,26,44
1.014042535,85.01,0,0,2542,508,44
1.138160130,85.01,0,0,2542,508,44
1.261830089,84.97,0,0,2557,508,44
1.386504859,84.97,0,0,2557,508,44
1.510225965,84.97,0,0,2557,508,44
1.633205376,84.97,0,0,2557,508,44
1.757111823,84.87,0,0,2542,508,44
1.880402364,84.87,0,0,2542,508,44
2.003737409,84.87,0,0,2542,508,44
2.128049563,84.87,0,0,2542,562,44
2.251803831,83.23,0,0,2542,594,44
2.375007999,83.23,0,0,2542,594,44
2.499117320,83.23,0,0,2542,594,44
2.622061325,83.23,0,0,2542,594,44
2.745320296,82.89,0,0,2542,594,44
2.867930049,82.89,0,0,2542,594,44
2.991588777,82.89,0,0,2542,594,44
3.114798345,82.89,0,0,2542,594,44
3.237932390,82.89,0,0,2542,594,44
3.361336066,82.29,0,0,2542,594,44
3.484604766,82.29,0,0,2542,594,44
3.608422385,82.29,0,0,2542,594,44
3.731975324,82.29,0,0,2542,594,44
3.855691160,81.92,0,0,2542,594,44
3.979023251,81.92,0,0,2542,594,44
4.102099306,81.92,0,0,2542,594,44
4.225275953,81.92,0,0,2542,594,44
4.348341098,81.87,0,0,2542,594,44
4.470667525,81.87,0,0,2542,594,44
4.593442050,81.87,0,0,2542,594,44
4.716421554,81.87,0,0,2542,594,44
4.839384887,82.06,0,0,2542,594,44
4.962428502,82.06,0,0,2542,594,44
5.085516100,82.06,0,0,2542,594,44
5.208716572,82.06,0,0,2542,594,44
5.331856669,82.23,0,0,2542,594,43
5.456441792,82.23,0,0,2542,594,43
5.579249481,82.23,0,0,2542,594,43
5.702264141,82.23,0,0,2542,594,43
5.825621701,82.31,0,0,2542,594,43
5.948778100,82.31,0,0,2542,594,43
6.072037373,82.31,0,0,2542,594,43
6.194870791,82.31,0,0,2542,594,43
6.317833924,82.38,0,0,2542,594,43
6.440924899,82.38,0,0,2542,594,43
6.564514689,82.38,0,0,2542,594,43
6.688217512,82.38,0,0,2542,594,43
6.811499069,82.42,0,0,2542,594,43
6.934659866,82.42,0,0,2542,594,43
7.057111251,82.42,0,0,2542,594,43
7.180328495,82.42,0,0,2542,594,43
7.304766150,82.57,0,0,2542,594,43
7.428006609,82.57,0,0,2542,594,43
7.550975995,82.57,0,0,2542,594,43
7.674235379,82.57,0,0,2542,594,43
7.797190578,82.86,0,0,2542,594,43
7.920027353,82.86,0,0,2542,594,43
8.042568098,82.86,0,0,2542,594,43
8.164718594,82.86,0,0,2542,594,43
8.287756579,82.97,0,0,2542,594,43
8.411302186,82.97,0,0,2542,594,43
8.534335383,82.97,0,0,2542,594,43
8.657736847,82.97,0,0,2542,594,43
8.781349271,82.98,0,0,2542,594,43
8.904684279,82.98,0,0,2542,594,43
9.028358189,82.98,0,0,2542,594,43
9.151820659,82.98,0,0,2542,594,43
9.274972521,82.62,0,0,2542,594,43
9.398374756,82.62,0,0,2542,594,43
9.521572575,82.62,0,0,2542,594,43
9.645146637,82.62,0,0,2542,594,43
9.768467659,82.42,0,0,2542,594,43
9.891663405,82.42,0,0,2542,594,43
10.014405371,82.42,0,0,2542,594,43
10.137744428,82.42,0,0,2542,594,43
10.260770752,82.26,0,0,2542,594,43
10.384416339,82.26,0,0,2542,594,43
10.508146306,82.26,0,0,2542,594,43
10.631922941,82.26,0,0,2542,594,43
10.755816708,81.97,0,0,2542,594,43
10.879739150,81.97,0,0,2542,592,43
11.003348077,81.97,0,0,2542,592,43
11.126027376,81.97,0,0,2542,592,43
11.249864946,83.61,4,0,2580,592,43
11.373363576,83.61,4,0,2580,592,43
11.497728785,83.61,4,0,2580,592,43
11.638849190,83.61,4,0,2580,592,43
11.761324763,84.49,4,0,2580,594,43
11.884186276,84.49,4,0,2580,594,43
12.007110619,84.49,4,0,2580,594,43
12.128752184,84.49,4,0,2580,594,43
12.252136196,83.25,0,0,2542,594,43
12.374781952,83.25,0,0,2542,594,43
12.496732592,83.25,0,0,2542,594,43
12.619746815,83.25,0,0,2542,594,43
12.744315330,82.07,0,0,2542,594,43
12.867604053,82.07,0,0,2542,594,43
12.991427387,82.07,0,0,2542,594,43
13.115558635,82.07,0,0,2542,594,43
13.239988177,82.07,0,0,2542,594,43
13.363690533,82.56,0,0,2542,594,43
13.487415302,82.56,0,0,2542,594,43
13.610896439,82.56,0,0,2542,594,43
13.734520868,82.56,0,0,2542,594,43
13.858888643,82.80,0,0,2542,594,43
13.983651046,82.80,0,0,2542,594,43
14.107524897,82.80,0,0,2542,594,43
14.230966139,82.80,0,0,2542,594,43
14.354221329,83.03,0,0,2542,594,43
14.478366874,83.03,0,0,2542,594,43
14.601458846,83.03,0,0,2542,594,43
14.725221266,83.03,0,0,2542,594,43
14.848412816,83.19,0,0,2542,594,43
14.971446797,83.19,0,0,2542,594,43
15.094677962,83.19,0,0,2542,594,43
15.219211162,83.19,0,0,2542,594,43
15.343057461,83.10,0,0,2542,594,43
15.466275631,83.10,0,0,2542,594,43
15.589237958,83.10,0,0,2542,594,43
15.713304885,83.10,0,0,2542,594,43
15.836477299,82.78,0,0,2542,594,43
15.959012707,82.78,0,0,2542,594,43
16.082094400,82.78,0,0,2542,594,43
16.204705321,82.78,0,0,2542,594,43
16.327514948,82.39,0,0,2542,594,43
16.450813411,82.39,0,0,2542,594,43
16.573349572,82.39,0,0,2542,594,43
16.695841559,82.39,0,0,2542,594,43
16.818665654,81.92,0,0,2542,594,43
16.954472022,81.92,0,0,2542,594,43
17.094798607,81.92,0,0,2542,594,43
17.229744787,81.92,0,0,2542,594,43
17.376745615,81.51,0,0,2542,594,43
17.507961044,81.51,0,0,2542,594,43
17.652199935,81.51,0,0,2542,594,43
17.774523653,81.40,0,0,2542,594,43
17.896649307,81.40,0,0,2542,594,43
18.018581254,81.40,0,0,2542,594,43
18.141428233,81.40,0,0,2542,594,43
18.265240359,81.58,0,0,2542,594,43
18.389428898,81.58,0,0,2542,594,43
18.513964884,81.58,0,0,2542,594,43
18.637166675,81.58,0,0,2542,594,43
18.761125500,81.85,0,0,2542,594,43
18.884232471,81.85,0,0,2542,594,43
19.007246477,81.85,0,0,2542,594,43
19.131304890,81.85,0,0,2542,594,43
19.256806584,82.28,1,0,2542,1554,43
