timestamp_s,power_w,util_gpu_pct,util_mem_pct,sm_clock_mhz,mem_used_mib,temp_c
.020064980,84.25,0,0,2542,2,46
.150319142,84.25,0,0,2542,2,46
.274517645,84.25,0,0,2542,2,46
.399479624,84.94,0,0,2542,2,46
.524072414,84.94,0,0,2542,2,46
.659954524,84.94,0,0,2542,2,46
.783046843,84.94,0,0,2542,2,46
.920432050,83.94,0,0,2542,21,46
1.043295095,83.94,0,0,2542,508,46
1.165771728,83.94,0,0,2542,508,46
1.288744059,83.94,0,0,2542,508,46
1.412172895,84.39,0,0,2557,508,46
1.535578257,84.39,0,0,2557,508,46
1.659427399,84.39,0,0,2557,508,46
1.782770303,84.39,0,0,2557,508,46
1.906256448,84.84,0,0,2542,508,46
2.028545977,84.84,0,0,2542,508,46
2.152000322,84.84,0,0,2542,508,46
2.275837031,84.84,0,0,2542,562,46
2.399494380,84.15,0,0,2572,594,46
2.524236414,84.15,0,0,2572,594,46
2.647949700,84.15,0,0,2572,594,46
2.770914398,84.15,0,0,2572,594,46
2.894887686,84.48,0,0,2542,594,46
3.018668680,84.48,0,0,2542,594,46
3.143032478,84.48,0,0,2542,594,46
3.266602332,84.48,0,0,2542,594,46
3.389735900,84.30,0,0,2542,594,45
3.512676603,84.30,0,0,2542,594,45
3.652430377,84.30,0,0,2542,594,45
3.785044982,84.30,0,0,2542,594,45
3.908998333,84.54,0,0,2542,594,45
4.032035008,84.54,0,0,2542,594,45
4.155706254,84.54,0,0,2542,594,45
4.279172012,84.54,0,0,2542,594,45
4.402427992,84.82,0,0,2542,594,45
4.525090809,84.82,0,0,2542,594,45
4.648564462,84.82,0,0,2542,594,45
4.772065207,84.82,0,0,2542,594,45
4.895195429,85.07,0,0,2542,594,45
5.017880539,85.07,0,0,2542,594,45
5.141130388,85.07,0,0,2542,594,45
5.264133100,85.07,0,0,2542,594,45
5.387520299,85.22,0,0,2542,594,45
5.511332974,85.22,0,0,2542,594,45
5.634560622,85.22,0,0,2542,594,45
5.756896370,85.22,0,0,2542,594,45
5.879762002,85.44,0,0,2542,594,45
6.002958942,85.44,0,0,2542,594,45
6.126243177,85.44,0,0,2542,594,45
6.249996099,85.44,0,0,2542,594,45
6.373155237,85.44,0,0,2542,594,45
6.496006602,85.58,0,0,2542,594,45
6.619304494,85.58,0,0,2542,594,45
6.742597476,85.58,0,0,2542,594,45
6.865372236,85.58,0,0,2542,594,45
6.988221959,85.19,0,0,2542,594,45
7.111215203,85.19,0,0,2542,594,45
7.234142903,85.19,0,0,2542,594,45
7.356859083,85.19,0,0,2542,594,45
7.479705579,84.78,0,0,2542,594,45
7.603095846,84.78,0,0,2542,594,45
7.726066839,84.78,0,0,2542,594,45
7.849238331,84.78,0,0,2542,594,45
7.972404383,84.29,0,0,2542,594,45
8.095526162,84.29,0,0,2542,594,45
8.218146641,84.29,0,0,2542,594,45
8.341254893,84.29,0,0,2542,594,45
8.464064380,83.66,0,0,2542,594,45
8.586956383,83.66,0,0,2542,594,45
8.709878745,83.66,0,0,2542,594,45
8.833410951,83.66,0,0,2542,594,45
8.956652226,83.19,0,0,2542,594,45
9.079073488,83.19,0,0,2542,594,45
9.202358206,83.19,0,0,2542,594,45
9.324705768,83.19,0,0,2542,594,45
9.447381482,82.81,0,0,2542,594,45
9.570067476,82.81,0,0,2542,594,45
9.692939442,82.81,0,0,2542,594,45
9.816031606,82.81,0,0,2542,594,45
9.939729466,82.90,0,0,2542,594,45
10.062448713,82.90,0,0,2542,594,45
10.185798114,82.90,0,0,2542,594,45
10.309280326,82.90,0,0,2542,594,45
10.432963228,83.16,0,0,2542,594,45
10.556004114,83.16,0,0,2542,594,45
10.678664581,83.16,0,0,2542,594,45
10.802546230,83.16,0,0,2542,594,45
10.926800995,83.44,0,0,2542,592,45
11.050551326,83.44,0,0,2542,592,45
11.173706018,83.44,0,0,2542,592,45
11.297015123,83.44,0,0,2542,592,45
11.420041552,86.08,0,0,2557,592,45
11.543625728,86.08,0,0,2557,592,45
11.666734985,86.08,0,0,2557,592,45
11.790636151,86.08,0,0,2557,592,45
11.914335937,88.86,1,0,2595,592,45
12.053412744,88.86,1,0,2595,592,45
12.176354023,88.86,1,0,2595,594,45
12.298577091,88.86,1,0,2595,594,45
12.420713025,86.83,1,0,2550,594,45
12.543272601,86.83,1,0,2550,594,45
12.665958506,86.83,1,0,2550,594,45
12.788738079,86.83,1,0,2550,594,45
12.911560914,84.56,0,0,2542,594,45
13.034439474,84.56,0,0,2542,594,45
13.160263704,84.56,0,0,2542,594,45
13.284328741,84.56,0,0,2542,594,45
13.407105378,84.47,0,0,2550,594,45
13.531058414,84.47,0,0,2550,594,45
13.655305456,84.47,0,0,2550,594,45
13.779341750,84.47,0,0,2550,594,45
13.903128871,84.49,0,0,2542,594,45
14.026998870,84.49,0,0,2542,594,45
14.150903244,84.49,0,0,2542,594,45
14.274693291,84.49,0,0,2542,594,45
14.399242145,84.17,0,0,2542,594,45
14.522976938,84.17,0,0,2542,594,45
14.646245187,84.17,0,0,2542,594,45
14.770201089,84.17,0,0,2542,594,45
14.893523311,84.07,0,0,2542,594,45
15.016887973,84.07,0,0,2542,594,45
15.140998358,84.07,0,0,2542,594,45
15.264520398,84.07,0,0,2542,594,45
15.388286931,84.13,0,0,2542,594,45
15.511980125,84.13,0,0,2542,594,45
15.635747360,84.13,0,0,2542,594,45
15.759839130,84.13,0,0,2542,594,45
15.883603029,83.83,0,0,2542,594,45
16.006595106,83.83,0,0,2542,594,45
16.130342513,83.83,0,0,2542,594,45
16.253892066,83.83,0,0,2542,594,45
16.376877360,83.83,0,0,2542,594,45
16.500341271,83.36,0,0,2542,594,45
16.623486699,83.36,0,0,2542,594,45
16.746360242,83.36,0,0,2542,594,45
16.869620167,83.36,0,0,2542,594,45
16.992841709,83.13,0,0,2542,594,45
17.116058612,83.13,0,0,2542,594,45
17.239898616,83.13,0,0,2542,594,45
17.363711248,83.13,0,0,2542,594,45
17.487048509,82.96,0,0,2542,594,45
17.610619233,82.96,0,0,2542,594,45
17.733919805,82.96,0,0,2542,594,45
17.857122352,82.96,0,0,2542,594,45
17.979973383,83.09,0,0,2542,594,45
18.103328378,83.09,0,0,2542,594,45
18.226384688,83.09,0,0,2542,594,45
18.349684168,83.09,0,0,2542,594,45
18.474071759,83.41,0,0,2542,594,45
18.598156447,83.41,0,0,2542,594,45
18.721235961,83.41,0,0,2542,594,45
18.845503335,83.41,0,0,2542,594,45
18.968457902,83.71,0,0,2542,594,44
19.091779285,83.71,0,0,2542,594,44
19.215372221,83.71,0,0,2542,594,44
19.338874126,83.71,0,0,2542,594,44
19.462925871,83.83,0,0,2542,594,44
19.586102520,83.83,0,0,2542,594,44
19.709832807,83.83,0,0,2542,594,44
19.833154731,83.83,0,0,2542,594,44
19.955755258,83.89,0,0,2542,594,44
20.077952712,83.89,0,0,2542,594,44
20.199845480,83.89,0,0,2542,594,44
20.321543458,83.89,0,0,2542,594,44
20.444450626,83.72,0,0,2542,594,44
20.567820361,83.72,0,0,2542,594,44
20.691946709,83.72,0,0,2542,594,44
20.814418834,83.72,0,0,2542,594,44
20.936116722,83.43,0,0,2542,594,44
21.058169613,83.43,0,0,2542,594,44
21.180561476,83.43,0,0,2542,594,44
21.303106559,83.43,0,0,2542,594,44
21.426527281,83.34,0,0,2542,594,44
21.549733396,83.34,0,0,2542,594,44
21.672554222,83.34,0,0,2542,594,44
21.799357821,83.34,0,0,2542,594,44
21.934774883,83.29,0,0,2542,594,44
22.071697186,83.29,0,0,2542,594,44
22.207450566,83.29,0,0,2542,594,44
22.348443008,83.29,0,0,2542,594,44
22.484412076,82.91,0,0,2542,594,44
22.620096024,82.91,0,0,2542,594,44
22.770709298,82.91,0,0,2542,594,44
22.900858914,82.64,0,0,2542,594,44
23.023105363,82.64,0,0,2542,594,44
23.171505776,82.64,0,0,2542,594,44
23.324251258,82.64,0,0,2542,594,44
23.470284628,82.45,0,0,2542,594,44
23.591451382,82.45,0,0,2542,594,44
23.713267055,82.45,0,0,2542,594,44
